sensor_type,timestamp,sensor_0,sensor_1,sensor_2,estimate_x,estimate_y,estimate_vx,estimate_vy,ground_truth_x,ground_truth_y,ground_truth_vx,ground_truth_vy,rmse_x,rmse_y,rmse_vx,rmse_vy
0,1477010451000000,11.363,21.0688,,11.2901,21.0082,-4.66259,-0.352977,11.2982,21.1335,-4.87623,0.0441057,0.0576276,0.0899136,0.563946,0.323434
1,1477010451050000,23.1085,1.09641,-2.60844,11.0391,20.9679,-4.68109,-0.53693,11.0544,21.1327,-4.87982,-0.076565,0.0574621,0.0905662,0.562419,0.324457
0,1477010451100000,10.8903,20.927,,10.8402,20.926,-4.55237,-0.71675,10.8105,21.1259,-4.88053,-0.196643,0.0573328,0.091635,0.56128,0.326015
1,1477010451150000,23.3261,1.16045,-2.31884,10.6051,20.9181,-4.32928,-0.705795,10.5666,21.1131,-4.8784,-0.31604,0.0572367,0.0926147,0.561207,0.326442
0,1477010451200000,10.189,21.209,,10.2758,20.9725,-4.67732,-0.622408,10.3229,21.0943,-4.87349,-0.434674,0.0571806,0.0928192,0.559712,0.325779
1,1477010451250000,23.5158,1.13252,-2.69781,10.0421,20.9505,-4.68824,-0.727739,10.0795,21.0697,-4.86585,-0.552463,0.0570819,0.0929999,0.558194,0.325081
0,1477010451300000,9.99634,20.9797,,9.87554,20.9063,-4.4647,-0.875246,9.83658,21.0391,-4.85554,-0.669327,0.0569906,0.0932893,0.557341,0.324498
1,1477010451350000,23.102,1.15259,-2.34951,9.66387,20.8861,-4.23651,-0.857504,9.59422,21.0028,-4.84262,-0.785189,0.0570742,0.0934455,0.557644,0.323579
0,1477010451400000,9.53921,20.8762,,9.48366,20.8399,-4.12223,-0.969349,9.35258,20.9607,-4.82714,-0.899977,0.0577915,0.0936309,0.55863,0.322664
1,1477010451450000,23.0793,1.14018,-2.84906,9.27997,20.7894,-4.20226,-1.12843,9.11177,20.9128,-4.80919,-1.01362,0.0590477,0.0938338,0.558926,0.321834
0,1477010451500000,8.70331,20.8221,,8.91587,20.7857,-4.64804,-1.08758,8.87192,20.8594,-4.78881,-1.12605,0.0589707,0.0937286,0.557393,0.320905
1,1477010451550000,22.3004,1.11349,-2.998,8.71472,20.7006,-4.5688,-1.29095,8.63315,20.8003,-4.76608,-1.2372,0.0591271,0.0937648,0.555974,0.319997
0,1477010451600000,8.22277,20.4839,,8.3941,20.6296,-4.82026,-1.38682,8.39557,20.7358,-4.74108,-1.34701,0.058956,0.0938414,0.554398,0.319085
1,1477010451650000,22.1131,1.1862,-3.20417,8.15662,20.5526,-4.8076,-1.52532,8.1593,20.6657,-4.71387,-1.45542,0.0587867,0.0939633,0.552848,0.318211
0,1477010451700000,7.88599,20.45,,7.90664,20.4728,-4.80411,-1.63482,7.92445,20.5903,-4.68453,-1.56237,0.058634,0.0941147,0.55134,0.317348
1,1477010451750000,22.2583,1.18911,-3.51245,7.68241,20.3904,-4.82641,-1.81656,7.69111,20.5096,-4.65313,-1.66781,0.0584708,0.094276,0.549927,0.316644
0,1477010451800000,7.18029,20.392,,7.32334,20.3406,-5.16949,-1.80721,7.45939,20.4237,-4.61975,-1.7717,0.0591954,0.0942165,0.549926,0.315759
1,1477010451850000,21.333,1.2319,-3.3258,7.06863,20.2522,-5.06457,-1.85418,7.22939,20.3326,-4.58448,-1.87399,0.0602461,0.0941445,0.549558,0.314875
0,1477010451900000,6.81542,20.1859,,6.81354,20.1636,-5.03956,-1.93939,7.00119,20.2364,-4.54738,-1.97462,0.0616931,0.0940387,0.549255,0.314005
1,1477010451950000,21.3,1.24122,-3.35883,6.57685,20.0755,-4.92122,-1.98384,6.7749,20.1352,-4.50854,-2.07357,0.0632676,0.0938826,0.54859,0.313203
0,1477010452000000,6.38914,20.0137,,6.35335,19.9776,-4.81734,-2.07343,6.55059,20.0292,-4.46805,-2.17079,0.0647735,0.0937013,0.547688,0.31242
1,1477010452050000,21.2882,1.2518,-3.50165,6.13305,19.8852,-4.75112,-2.16528,6.32834,19.9183,-4.42598,-2.26625,0.0661974,0.0934756,0.546713,0.311651
0,1477010452100000,5.86119,19.8306,,5.87709,19.7887,-4.77264,-2.23003,6.10823,19.8027,-4.38241,-2.35993,0.0681915,0.0932256,0.545979,0.310946
1,1477010452150000,20.2062,1.30633,-3.8691,5.61767,19.6492,-4.92049,-2.48977,5.89034,19.6824,-4.33744,-2.45178,0.0709146,0.0930043,0.546188,0.310113
0,1477010452200000,5.69089,19.5755,,5.5067,19.5098,-4.45065,-2.6145,5.67472,19.5577,-4.29114,-2.5418,0.0717935,0.0928193,0.544836,0.30932
1,1477010452250000,19.8966,1.26707,-3.80305,5.30853,19.3604,-4.32518,-2.7633,5.46145,19.4284,-4.24359,-2.62995,0.0724729,0.0927039,0.543402,0.308642
0,1477010452300000,5.17021,19.4397,,5.11223,19.2552,-4.21279,-2.79988,5.25059,19.2948,-4.19488,-2.71622,0.0729836,0.0925012,0.541949,0.307876
1,1477010452350000,20.175,1.27537,-3.51253,4.94979,19.1389,-3.90534,-2.73948,5.04219,19.157,-4.1451,-2.80059,0.0731005,0.0922644,0.540788,0.307089
0,1477010452400000,4.89149,18.982,,4.81401,18.9894,-3.66795,-2.84383,4.8363,19.015,-4.09432,-2.88305,0.0729249,0.0920388,0.540247,0.306289
1,1477010452450000,19.458,1.36444,-3.99074,4.59758,18.8392,-3.80365,-3.07471,4.63297,18.8689,-4.04263,-2.96359,0.072778,0.0918215,0.539102,0.305588
0,1477010452500000,4.4685,18.834,,4.42558,18.7072,-3.68237,-3.12471,4.43224,18.7188,-3.99012,-3.0422,0.0725888,0.0915846,0.53815,0.304845
1,1477010452550000,19.0503,1.32192,-3.6392,4.26808,18.5611,-3.43333,-3.07509,4.23416,18.5648,-3.93685,-3.11888,0.0724409,0.0913462,0.537975,0.304067
0,1477010452600000,4.26269,18.481,,4.16168,18.4111,-3.17535,-3.1407,4.03876,18.4071,-3.88293,-3.19362,0.0727927,0.0911097,0.538992,0.303302
1,1477010452650000,19.1444,1.39096,-4.53568,3.95904,18.2406,-3.47691,-3.59074,3.84606,18.2457,-3.82841,-3.26644,0.0730566,0.0908753,0.538193,0.303414
0,1477010452700000,3.45919,18.167,,3.64969,18.0945,-3.79405,-3.59296,3.65611,18.0807,-3.77339,-3.33732,0.0728704,0.0906474,0.536813,0.303188
1,1477010452750000,18.4355,1.33532,-3.74495,3.49853,17.947,-3.44367,-3.37161,3.46891,17.9122,-3.71795,-3.40627,0.0727151,0.09045,0.5358,0.302424
0,1477010452800000,3.12525,17.7493,,3.24535,17.7818,-3.62112,-3.43281,3.28449,17.7402,-3.66215,-3.47331,0.0725839,0.0902688,0.534446,0.301669
1,1477010452850000,18.0842,1.42336,-4.42054,3.04454,17.6,-3.74578,-3.69254,3.10287,17.565,-3.60609,-3.53844,0.0725189,0.0900748,0.533187,0.301106
0,1477010452900000,2.9449,17.8154,,2.87808,17.4803,-3.62856,-3.62928,2.92405,17.3866,-3.54982,-3.60167,0.0724099,0.0900931,0.531875,0.300355
1,1477010452950000,17.3991,1.38194,-4.60153,2.72014,17.2658,-3.60457,-3.95091,2.74805,17.2051,-3.49344,-3.66302,0.0722556,0.08997,0.530602,0.300294
0,1477010453000000,2.55407,17.0853,,2.54645,17.07,-3.50654,-4.02061,2.57486,17.0205,-3.437,-3.72251,0.0721035,0.0898137,0.529303,0.300283
1,1477010453050000,17.0798,1.42091,-3.82496,2.39285,16.9063,-3.17168,-3.69802,2.4045,16.833,-3.38059,-3.78014,0.0719295,0.0897391,0.528196,0.299594
0,1477010453100000,2.25371,16.8334,,2.2399,16.7393,-3.08927,-3.72234,2.23695,16.6427,-3.32428,-3.83595,0.0717524,0.089774,0.527152,0.298962
1,1477010453150000,16.1262,1.47283,-3.95475,2.06455,16.5402,-3.02626,-3.72037,2.07221,16.4497,-3.26812,-3.88995,0.0715783,0.0897776,0.526131,0.298464
0,1477010453200000,1.88972,16.1054,,1.91096,16.3126,-2.96448,-3.85774,1.91027,16.254,-3.21219,-3.94216,0.0714035,0.089652,0.525131,0.297794
1,1477010453250000,16.3618,1.46403,-4.00339,1.76646,16.1352,-2.84033,-3.79691,1.75112,16.0557,-3.15656,-3.99261,0.071238,0.0896058,0.524318,0.297383
0,1477010453300000,1.44745,16.0853,,1.54898,15.9724,-2.99399,-3.79938,1.59474,15.8549,-3.10129,-4.04132,0.0711369,0.0897615,0.523103,0.29714
1,1477010453350000,15.6357,1.46766,-4.66234,1.40752,15.7396,-3.05799,-4.21136,1.44111,15.6517,-3.04644,-4.08832,0.0710039,0.0897523,0.521845,0.296548
0,1477010453400000,1.18395,15.4284,,1.22796,15.5132,-3.06917,-4.29802,1.29021,15.4463,-2.99207,-4.13364,0.0709646,0.0896569,0.520622,0.296056
1,1477010453450000,15.5501,1.51746,-4.27372,1.06351,15.3221,-2.98231,-4.18185,1.14201,15.2386,-2.93825,-4.1773,0.0710023,0.0896288,0.51939,0.29535
0,1477010453500000,0.722706,15.0075,,0.835656,15.0982,-3.1652,-4.25903,0.996486,15.0288,-2.88503,-4.21933,0.071694,0.0895438,0.518517,0.294662
1,1477010453550000,15.2483,1.5031,-4.04402,0.698697,14.9199,-2.96724,-4.05505,0.853604,14.8169,-2.83246,-4.25977,0.0723116,0.0896122,0.517375,0.294302
0,1477010453600000,0.737301,14.7047,,0.630548,14.7138,-2.67949,-4.07867,0.71333,14.603,-2.78061,-4.29864,0.0723643,0.0897232,0.516206,0.293997
1,1477010453650000,14.2628,1.52014,-4.69806,0.504372,14.4704,-2.71007,-4.44495,0.575628,14.3872,-2.72952,-4.33598,0.0723592,0.089694,0.515,0.293404
0,1477010453700000,0.253435,14.2029,,0.321334,14.241,-2.78634,-4.51157,0.440459,14.1696,-2.67925,-4.37181,0.0726464,0.0896175,0.513853,0.292876
1,1477010453750000,13.9605,1.57315,-5.03236,0.167736,13.9867,-2.85855,-4.84777,0.307779,13.9502,-2.62984,-4.40617,0.0731018,0.0894443,0.512898,0.293738
0,1477010453800000,0.459172,13.6856,,0.210762,13.7342,-2.20092,-4.85796,0.177545,13.7292,-2.58135,-4.43909,0.072968,0.0892386,0.512366,0.294437
1,1477010453850000,13.6378,1.56695,-4.9909,0.0979034,13.4923,-2.12423,-4.95629,0.0497099,13.5065,-2.53381,-4.47061,0.0728736,0.089039,0.511942,0.295597
0,1477010453900000,-0.190344,13.2856,,-0.0829555,13.2508,-2.24794,-5.00527,-0.0757753,13.2823,-2.48728,-4.50075,0.0727086,0.0888609,0.511027,0.296885
1,1477010453950000,13.1485,1.59172,-4.45625,-0.198659,13.0363,-2.08469,-4.69717,-0.198962,13.0566,-2.44179,-4.52955,0.0725432,0.0886693,0.510433,0.296425
0,1477010454000000,0.0462308,12.9301,,-0.156682,12.8249,-1.58949,-4.63387,-0.319903,12.8295,-2.39739,-4.55704,0.0732069,0.088469,0.512168,0.295799
1,1477010454050000,12.3753,1.62616,-4.32808,-0.264816,12.5989,-1.52193,-4.50013,-0.438654,12.6011,-2.35412,-4.58326,0.0739678,0.0882696,0.514057,0.295184
0,1477010454100000,-0.476482,12.3633,,-0.393362,12.3711,-1.57382,-4.5509,-0.555273,12.3714,-2.31202,-4.60823,0.0745939,0.0880715,0.515279,0.294547
1,1477010454150000,12.5584,1.64828,-4.43193,-0.508708,12.1629,-1.58807,-4.52328,-0.669818,12.1404,-2.27111,-4.63198,0.0752017,0.0878876,0.516149,0.293978
0,1477010454200000,-0.582624,12.0386,,-0.583841,11.9539,-1.50075,-4.51516,-0.78235,11.9083,-2.23144,-4.65456,0.0761925,0.0877446,0.5173,0.293472
1,1477010454250000,11.7183,1.67918,-4.45955,-0.709687,11.7227,-1.57531,-4.57331,-0.892931,11.6751,-2.19304,-4.67598,0.0769947,0.0876075,0.517787,0.292901
0,1477010454300000,-1.17212,11.3988,,-0.937211,11.4733,-1.95153,-4.64497,-1.00163,11.4409,-2.15594,-4.69628,0.0769438,0.0874409,0.516823,0.292275
1,1477010454350000,10.9952,1.65196,-4.10274,-1.0279,11.2489,-1.84177,-4.45356,-1.1085,11.2057,-2.12017,-4.71549,0.0769602,0.0872959,0.516018,0.292149
0,1477010454400000,-1.39289,11.0424,,-1.22538,11.0234,-2.12458,-4.4903,-1.21362,10.9695,-2.08575,-4.73364,0.0767959,0.0871778,0.514897,0.291954
1,1477010454450000,10.9783,1.68939,-4.76211,-1.31677,10.7728,-2.13904,-4.85689,-1.31706,10.7324,-2.05273,-4.75075,0.0766288,0.0870288,0.513808,0.291402
0,1477010454500000,-1.49687,10.4198,,-1.4558,10.5093,-2.21665,-4.92325,-1.41889,10.4945,-2.02111,-4.76686,0.0765013,0.0868457,0.512856,0.290953
1,1477010454550000,10.147,1.72843,-4.75698,-1.56788,10.24,-2.22371,-5.10034,-1.51917,10.2559,-1.99093,-4.78198,0.0764032,0.0866646,0.511977,0.291077
0,1477010454600000,-1.61875,10.2374,,-1.64451,10.0317,-2.07182,-5.00496,-1.61797,10.0165,-1.96221,-4.79615,0.0762589,0.0864842,0.510928,0.290773
1,1477010454650000,10.0927,1.7297,-4.34381,-1.72914,9.80451,-1.9491,-4.85252,-1.71539,9.77637,-1.93498,-4.80939,0.0761011,0.0863188,0.509836,0.290165
0,1477010454700000,-1.73381,9.71347,,-1.78234,9.59342,-1.77459,-4.77976,-1.81147,9.53564,-1.90924,-4.82172,0.0759628,0.0862174,0.508826,0.28956
1,1477010454750000,9.64457,1.80859,-4.63944,-1.91944,9.33177,-1.92156,-5.02821,-1.90631,9.29431,-1.88502,-4.83316,0.0758065,0.086069,0.507752,0.289225
0,1477010454800000,-1.93833,8.77028,,-2.00089,9.02944,-1.84577,-5.1462,-1.99998,9.05243,-1.86233,-4.84374,0.0756464,0.0859002,0.506681,0.289282
1,1477010454850000,9.34188,1.78279,-4.20313,-2.07418,8.81312,-1.70784,-4.87317,-2.09256,8.81003,-1.8412,-4.85347,0.0754967,0.0857198,0.505689,0.288676
0,1477010454900000,-2.1768,8.5411,,-2.16735,8.56367,-1.69444,-4.90452,-2.18412,8.56717,-1.82164,-4.86238,0.0753464,0.0855406,0.504697,0.288084
1,1477010454950000,8.61525,1.88451,-4.31162,-2.31366,8.29971,-1.85435,-5.00096,-2.27474,8.32388,-1.80365,-4.87047,0.0752312,0.0853765,0.503656,0.287607
0,1477010455000000,-2.21875,8.15339,,-2.33104,8.08051,-1.5907,-4.90784,-2.3645,8.0802,-1.78726,-4.87778,0.0751059,0.0851991,0.502769,0.287016
1,1477010455050000,8.82103,1.83142,-4.16877,-2.36927,7.87947,-1.41817,-4.78531,-2.45348,7.83617,-1.77248,-4.8843,0.0751459,0.0850685,0.502246,0.286493
0,1477010455100000,-2.59674,7.60288,,-2.49757,7.62307,-1.54758,-4.87326,-2.54177,7.59184,-1.75931,-4.89006,0.0750447,0.0849169,0.501395,0.285905
1,1477010455150000,8.00597,1.96604,-3.62555,-2.66316,7.38353,-1.74322,-4.68675,-2.62944,7.34723,-1.74777,-4.89507,0.0749218,0.0847746,0.500367,0.28563
0,1477010455200000,-2.79865,7.064,,-2.77304,7.12998,-1.80771,-4.74556,-2.71658,7.10238,-1.73786,-4.89933,0.0748557,0.0846198,0.499365,0.285216
1,1477010455250000,7.73077,1.9406,-4.03438,-2.82347,6.90011,-1.6895,-4.89738,-2.80326,6.85734,-1.72958,-4.90286,0.0747145,0.0844916,0.498355,0.284636
0,1477010455300000,-2.74651,6.86867,,-2.83757,6.71116,-1.43382,-4.71905,-2.88957,6.61214,-1.72295,-4.90566,0.0746365,0.0845555,0.497686,0.284307
1,1477010455350000,6.86915,1.95532,-3.35666,-2.86364,6.50937,-1.24027,-4.40866,-2.97559,6.36681,-1.71797,-4.90774,0.0748243,0.084869,0.497607,0.285498
0,1477010455400000,-2.90217,6.22989,,-2.9229,6.27888,-1.20313,-4.44041,-3.0614,6.12139,-1.71464,-4.90911,0.075188,0.0852844,0.497663,0.286468
1,1477010455450000,7.04054,2.09136,-3.61806,-3.06415,6.01674,-1.42884,-4.70491,-3.14709,5.87592,-1.71297,-4.90976,0.0752206,0.0855784,0.496992,0.286188
0,1477010455500000,-3.1778,5.53101,,-3.1687,5.72575,-1.53019,-4.86525,-3.23274,5.63043,-1.71295,-4.9097,0.0751794,0.0856193,0.496135,0.285631
1,1477010455550000,6.09662,2.12286,-2.99148,-3.28151,5.4755,-1.62478,-4.7087,-3.31843,5.38496,-1.71458,-4.90893,0.0750661,0.0856394,0.495182,0.285343
0,1477010455600000,-3.43031,5.10507,,-3.39437,5.20524,-1.73922,-4.82194,-3.40424,5.13955,-1.71787,-4.90745,0.0749201,0.0855697,0.494204,0.284829
1,1477010455650000,6.01823,2.17684,-3.19097,-3.45868,4.95918,-1.66771,-4.93608,-3.49026,4.89422,-1.72281,-4.90525,0.0747988,0.0854983,0.493242,0.284274
0,1477010455700000,-3.69435,4.52196,,-3.60161,4.65458,-1.88197,-5.15382,-3.57657,4.64902,-1.72939,-4.90233,0.0746684,0.0853312,0.492367,0.284153
1,1477010455750000,5.45231,2.26901,-2.36296,-3.71146,4.3973,-1.95224,-5.01249,-3.66325,4.40398,-1.73763,-4.89868,0.0745833,0.0851654,0.491587,0.283687
0,1477010455800000,-4.00238,4.04684,,-3.86891,4.10472,-2.18311,-5.19024,-3.75039,4.15913,-1.74749,-4.8943,0.0748043,0.0850673,0.491382,0.283735
1,1477010455850000,5.78015,2.35065,-2.40935,-3.92935,3.87572,-1.99022,-5.17621,-3.83806,3.91452,-1.75899,-4.88918,0.0748753,0.0849366,0.49064,0.283748
0,1477010455900000,-3.88053,3.75177,,-3.98306,3.66627,-1.83125,-4.96085,-3.92635,3.67019,-1.77212,-4.8833,0.0748136,0.0847728,0.489706,0.283241
1,1477010455950000,5.75128,2.39906,-1.5502,-4.05818,3.49281,-1.7536,-4.62485,-4.01533,3.42616,-1.78686,-4.87666,0.0747169,0.0847106,0.488767,0.283127
0,1477010456000000,-4.15119,3.21968,,-4.1509,3.24958,-1.77994,-4.6687,-4.10509,3.18248,-1.8032,-4.86925,0.0746275,0.0846501,0.487832,0.282856
1,1477010456050000,5.15539,2.54841,-1.02706,-4.27454,2.98191,-1.92478,-4.77026,-4.19571,2.93919,-1.82113,-4.86104,0.0746439,0.0845296,0.486943,0.282372
0,1477010456100000,-4.32451,2.55034,,-4.37657,2.69084,-1.99314,-4.94628,-4.28727,2.69633,-1.84065,-4.85202,0.0747051,0.0843694,0.486107,0.281894
1,1477010456150000,4.9986,2.64081,-0.775703,-4.45748,2.44606,-1.92005,-4.93915,-4.37985,2.45393,-1.86173,-4.84218,0.0747164,0.0842109,0.485199,0.281423
0,1477010456200000,-4.61223,2.09192,,-4.57116,2.16371,-1.99051,-5.08531,-4.47352,2.21205,-1.88436,-4.83149,0.0748161,0.0841042,0.484326,0.281324
1,1477010456250000,4.7059,2.71934,0.36354,-4.67531,1.943,-2.10533,-4.93129,-4.56836,1.97072,-1.90853,-4.81994,0.0749628,0.0839632,0.483566,0.280878
0,1477010456300000,-4.86829,1.53442,,-4.80384,1.64338,-2.21681,-5.1426,-4.66444,1.72998,-1.93422,-4.80751,0.075307,0.0839733,0.482969,0.2811
1,1477010456350000,5.18451,2.86092,0.871208,-4.92389,1.39245,-2.29004,-5.12336,-4.76186,1.48989,-1.9614,-4.79417,0.0758152,0.0840275,0.482485,0.281295
0,1477010456400000,-4.66779,1.28643,,-4.97294,1.19282,-2.15438,-4.83619,-4.86066,1.25049,-1.99007,-4.7799,0.0759832,0.0839449,0.481691,0.280793
1,1477010456450000,5.10777,2.92274,1.07201,-5.05893,1.00782,-2.07133,-4.57051,-4.96095,1.01182,-2.02019,-4.76468,0.0760764,0.0837896,0.480809,0.280521
0,1477010456500000,-4.85498,0.825661,,-5.11229,0.798431,-1.99443,-4.44392,-5.06277,0.77393,-2.05174,-4.74848,0.0759955,0.0836481,0.479933,0.280614
1,1477010456550000,4.85074,3.10427,1.75578,-5.21807,0.458002,-2.10979,-4.92004,-5.16621,0.536876,-2.08471,-4.73127,0.0759208,0.0836311,0.479053,0.280331
0,1477010456600000,-5.1231,0.257311,,-5.29094,0.226779,-2.06363,-4.83403,-5.27133,0.300706,-2.11906,-4.71303,0.0757909,0.0835976,0.478186,0.279913
1,1477010456650000,6.00513,3.19003,1.77637,-5.39981,0.00780796,-1.98083,-4.64932,-5.3782,0.0654719,-2.15477,-4.69374,0.0756638,0.0835176,0.477428,0.279415
0,1477010456700000,-5.29972,-0.212982,,-5.46638,-0.222538,-1.93234,-4.62002,-5.4869,-0.168772,-2.1918,-4.67335,0.0755362,0.0834286,0.476816,0.278925
1,1477010456750000,5.64632,-3.11599,2.50614,-5.58607,-0.374507,-2.07484,-4.43501,-5.59748,-0.401971,-2.23014,-4.65185,0.0754024,0.0832937,0.476044,0.278725
0,1477010456800000,-5.85359,-0.445801,,-5.71971,-0.543282,-2.16034,-4.25558,-5.71001,-0.634069,-2.26974,-4.62919,0.0752684,0.083322,0.475229,0.279125
1,1477010456850000,5.35867,-3.00598,3.30434,-5.83564,-0.793077,-2.41989,-4.59133,-5.82456,-0.865006,-2.31058,-4.60536,0.0751358,0.0832838,0.474419,0.278624
0,1477010456900000,-5.87835,-1.26863,,-5.9372,-1.10049,-2.39982,-4.82689,-5.94118,-1.09472,-2.35262,-4.58032,0.0750014,0.0831351,0.473576,0.278516
1,1477010456950000,5.88279,-2.87871,3.2551,-6.02205,-1.39169,-2.28064,-4.91594,-6.05993,-1.32316,-2.39581,-4.55404,0.0749016,0.0830875,0.47278,0.278858
0,1477010457000000,-6.27263,-1.50938,,-6.16495,-1.59222,-2.38117,-4.75847,-6.18087,-1.55025,-2.44014,-4.52648,0.0747742,0.0829774,0.471951,0.278705
1,1477010457050000,6.36176,-2.86134,4.18697,-6.30425,-1.84799,-2.6432,-5.02808,-6.30406,-1.77593,-2.48555,-4.49762,0.0746415,0.0829412,0.471207,0.279998
0,1477010457100000,-6.34007,-2.13685,,-6.4171,-2.11554,-2.63133,-5.065,-6.42954,-2.00014,-2.532,-4.46742,0.0745132,0.0830782,0.470411,0.281751
1,1477010457150000,7.32369,-2.84014,3.85602,-6.56844,-2.30123,-2.61129,-4.67861,-6.55738,-2.22281,-2.57946,-4.43585,0.0743848,0.0830622,0.469586,0.281623
0,1477010457200000,-6.79288,-2.4458,,-6.72223,-2.50095,-2.70991,-4.5457,-6.68761,-2.44386,-2.62788,-4.40288,0.0742825,0.0829853,0.468786,0.281256
1,1477010457250000,7.62876,-2.78321,4.24815,-6.87925,-2.70826,-2.81295,-4.46312,-6.82029,-2.66323,-2.6772,-4.36847,0.0742345,0.0828829,0.468035,0.28082
0,1477010457300000,-6.8003,-3.10086,,-6.96712,-2.99785,-2.7202,-4.64497,-6.95546,-2.88084,-2.7274,-4.3326,0.0741082,0.0830261,0.467219,0.280936
1,1477010457350000,7.83203,-2.71786,4.17322,-7.09581,-3.21669,-2.66127,-4.48604,-7.09316,-3.09663,-2.7784,-4.29523,0.0739796,0.0831833,0.466458,0.280673
0,1477010457400000,-7.12118,-3.26434,,-7.22,-3.39291,-2.69703,-4.32543,-7.23344,-3.3105,-2.83017,-4.25632,0.0738557,0.0831806,0.465716,0.280217
1,1477010457450000,8.78236,-2.65716,4.41769,-7.36543,-3.65273,-2.74765,-4.44632,-7.37632,-3.5224,-2.88265,-4.21586,0.073731,0.083389,0.46498,0.28006
0,1477010457500000,-7.49009,-3.49081,,-7.52905,-3.75629,-2.88424,-4.07495,-7.52184,-3.73223,-2.93579,-4.1738,0.0736055,0.0832575,0.46419,0.279639
1,1477010457550000,8.46643,-2.66525,4.6454,-7.67512,-3.96452,-3.01077,-4.13958,-7.67004,-3.93992,-2.98953,-4.13012,0.0734799,0.0831273,0.463397,0.27916
0,1477010457600000,-7.88049,-4.29783,,-7.82762,-4.20546,-3.04992,-4.20256,-7.82094,-4.14538,-3.04381,-4.08479,0.0733555,0.0830595,0.462605,0.278768
1,1477010457650000,9.29152,-2.62635,4.65344,-7.97889,-4.42524,-3.05961,-4.16891,-7.97457,-4.34854,-3.09857,-4.03778,0.073231,0.0830387,0.461823,0.278399
0,1477010457700000,-8.22492,-4.79812,,-8.13827,-4.67636,-3.09548,-4.25969,-8.13095,-4.5493,-3.15376,-3.98906,0.073108,0.0832273,0.461053,0.278373
1,1477010457750000,9.79884,-2.61129,4.32196,-8.27957,-4.87032,-2.917,-3.96898,-8.2901,-4.74759,-3.2093,-3.93862,0.072987,0.0833922,0.460587,0.277908
0,1477010457800000,-8.33552,-5.1059,,-8.40259,-5.08769,-2.89235,-4.00353,-8.45204,-4.94331,-3.26514,-3.88641,0.0729205,0.0836722,0.460319,0.277523
1,1477010457850000,9.80209,-2.63074,4.40487,-8.55642,-5.23539,-2.90895,-3.7784,-8.61678,-5.13637,-3.32121,-3.83242,0.072882,0.0837284,0.460166,0.277074
0,1477010457900000,-8.91477,-5.51752,,-8.74057,-5.43376,-3.02347,-3.77047,-8.78433,-5.32669,-3.37745,-3.77663,0.072804,0.0838174,0.459852,0.276611
1,1477010457950000,10.6846,-2.57959,4.69636,-8.90364,-5.62845,-3.12613,-3.80172,-8.95469,-5.51417,-3.43377,-3.71901,0.0727424,0.0839373,0.459428,0.276191
0,1477010458000000,-9.03391,-5.80267,,-9.05566,-5.81527,-3.15475,-3.76556,-9.12788,-5.69872,-3.49012,-3.65955,0.0727406,0.0840665,0.459072,0.275799
1,1477010458050000,10.3939,-2.59306,4.47447,-9.19933,-5.9551,-3.10385,-3.53726,-9.30388,-5.88026,-3.54643,-3.59823,0.0728689,0.0840377,0.459018,0.275364
0,1477010458100000,-9.30811,-5.82368,,-9.3731,-6.03948,-3.20287,-3.25479,-9.4827,-6.05868,-3.60261,-3.53503,0.0730205,0.0839061,0.458835,0.275381
1,1477010458150000,11.7165,-2.56253,4.72734,-9.55483,-6.22158,-3.39096,-3.3462,-9.66432,-6.23389,-3.6586,-3.46994,0.0731703,0.083771,0.458337,0.275019
0,1477010458200000,-9.62547,-6.55958,,-9.68586,-6.45002,-3.32812,-3.47591,-9.84874,-6.4058,-3.71431,-3.40295,0.0736432,0.0836719,0.458119,0.2746
1,1477010458250000,12.4184,-2.60434,5.08845,-9.91754,-6.60565,-3.67295,-3.49558,-10.0359,-6.57431,-3.76969,-3.33404,0.0738337,0.0835542,0.457403,0.274306
0,1477010458300000,-10.2246,-6.83402,,-10.1249,-6.78395,-3.77476,-3.44641,-10.2259,-6.73933,-3.82463,-3.26321,0.0739383,0.0834569,0.456666,0.274058
1,1477010458350000,12.2265,-2.56061,5.05486,-10.3133,-6.93988,-3.83388,-3.3568,-10.4186,-6.90075,-3.87907,-3.19046,0.0740616,0.0833511,0.455932,0.273777
0,1477010458400000,-10.7616,-7.29159,,-10.5471,-7.13864,-3.97093,-3.36766,-10.614,-7.05849,-3.93293,-3.11577,0.0740394,0.083341,0.455198,0.273709
1,1477010458450000,12.8601,-2.58139,5.08645,-10.7579,-7.27007,-4.02801,-3.17983,-10.8121,-7.21245,-3.98613,-3.03916,0.073984,0.0832708,0.45447,0.273384
0,1477010458500000,-11.2219,-7.56979,,-11.0076,-7.4451,-4.1872,-3.13655,-11.0128,-7.36252,-4.03859,-2.96062,0.0738656,0.0832686,0.453817,0.273127
1,1477010458550000,13.2295,-2.55065,4.90432,-11.196,-7.57728,-4.06547,-2.92059,-11.2161,-7.50862,-4.09021,-2.88015,0.0737559,0.0832258,0.453091,0.272698
0,1477010458600000,-11.0934,-7.6776,,-11.3304,-7.74052,-3.94748,-2.9305,-11.422,-7.65064,-4.14093,-2.79777,0.0738198,0.0832479,0.452499,0.272365
